rental_id,rent_code,rental_date,return_date,customer_id,film_id
13169,1-373-GRADUATE LORD,2005-08-19,2005-08-26,141,373
4,1-535-LOVE SUICIDES,2005-05-24,2005-06-03,333,535
1533,1-535-LOVE SUICIDES,2005-06-16,2005-06-17,116,535
5639,1-535-LOVE SUICIDES,2005-07-10,2005-07-19,249,535
8185,1-535-LOVE SUICIDES,2005-07-28,2005-07-31,568,535
14099,1-535-LOVE SUICIDES,2005-08-21,2005-08-27,224,535
476,1-535-LOVE SUICIDES,2005-05-27,2005-06-03,543,535
1469,1-535-LOVE SUICIDES,2005-06-15,2005-06-21,580,535
4972,1-535-LOVE SUICIDES,2005-07-08,2005-07-16,498,535
8276,1-535-LOVE SUICIDES,2005-07-29,2005-08-03,466,535
15456,1-535-LOVE SUICIDES,2005-08-23,2005-08-24,262,535
1112,1-535-LOVE SUICIDES,2005-05-31,2005-06-03,214,535
3296,1-535-LOVE SUICIDES,2005-06-21,2005-06-25,284,535
5201,1-535-LOVE SUICIDES,2005-07-09,2005-07-16,551,535
7629,1-535-LOVE SUICIDES,2005-07-28,2005-07-30,229,535
15908,1-535-LOVE SUICIDES,2005-08-23,2005-08-31,135,535
1144,1-535-LOVE SUICIDES,2005-05-31,2005-06-09,207,535
1204,1-535-LOVE SUICIDES,2005-06-15,2005-06-20,249,535
4539,1-535-LOVE SUICIDES,2005-07-08,2005-07-14,264,535
7768,1-535-LOVE SUICIDES,2005-07-28,2005-07-29,123,535
15927,1-535-LOVE SUICIDES,2005-08-23,2005-08-24,401,535
5,2-450-IDOLS SNATCHERS,2005-05-24,2005-06-02,222,450
2598,2-450-IDOLS SNATCHERS,2005-06-19,2005-06-24,265,450
4945,2-450-IDOLS SNATCHERS,2005-07-08,2005-07-11,165,450
7258,2-450-IDOLS SNATCHERS,2005-07-27,2005-08-02,494,450
13802,2-450-IDOLS SNATCHERS,2005-08-20,2005-08-22,156,450
461,2-450-IDOLS SNATCHERS,2005-05-27,2005-06-01,447,450
1896,2-450-IDOLS SNATCHERS,2005-06-17,2005-06-26,270,450
6582,2-450-IDOLS SNATCHERS,2005-07-12,2005-07-19,420,450
11050,2-450-IDOLS SNATCHERS,2005-08-02,2005-08-09,234,450
15389,2-450-IDOLS SNATCHERS,2005-08-22,2005-08-28,231,450
696,2-450-IDOLS SNATCHERS,2005-05-29,2005-06-01,19,450
1322,2-450-IDOLS SNATCHERS,2005-06-15,2005-06-18,217,450
5966,2-450-IDOLS SNATCHERS,2005-07-10,2005-07-14,384,450
10348,2-450-IDOLS SNATCHERS,2005-08-01,2005-08-04,14,450
15610,2-450-IDOLS SNATCHERS,2005-08-23,2005-08-24,215,450
996,1-450-IDOLS SNATCHERS,2005-05-31,2005-05-31,331,450
3060,1-450-IDOLS SNATCHERS,2005-06-20,2005-06-25,446,450
5862,1-450-IDOLS SNATCHERS,2005-07-10,2005-07-17,157,450
9945,1-450-IDOLS SNATCHERS,2005-07-31,2005-08-02,309,450
13219,1-450-IDOLS SNATCHERS,2005-08-19,2005-08-22,288,450
1113,2-450-IDOLS SNATCHERS,2005-05-31,2005-06-05,451,450
1348,2-450-IDOLS SNATCHERS,2005-06-15,2005-06-17,196,450
4119,2-450-IDOLS SNATCHERS,2005-07-07,2005-07-13,319,450
8559,2-450-IDOLS SNATCHERS,2005-07-29,2005-08-04,279,450
15991,2-450-IDOLS SNATCHERS,2005-08-23,2005-08-28,203,450
4291,1-450-IDOLS SNATCHERS,2005-07-07,2005-07-10,298,450
8013,1-450-IDOLS SNATCHERS,2005-07-28,2005-08-05,403,450
13112,1-450-IDOLS SNATCHERS,2005-08-19,2005-08-22,259,450
7069,1-450-IDOLS SNATCHERS,2005-07-27,2005-08-05,343,450
13434,1-450-IDOLS SNATCHERS,2005-08-19,2005-08-23,221,450
6,1-613-MYSTIC TRUMAN,2005-05-24,2005-05-27,549,613
3360,1-613-MYSTIC TRUMAN,2005-06-21,2005-06-26,498,613
4673,1-613-MYSTIC TRUMAN,2005-07-08,2005-07-17,91,613
8445,1-613-MYSTIC TRUMAN,2005-07-29,2005-08-04,384,613
15883,1-613-MYSTIC TRUMAN,2005-08-23,2005-08-24,550,613
532,1-613-MYSTIC TRUMAN,2005-05-28,2005-06-02,120,613
2354,1-613-MYSTIC TRUMAN,2005-06-18,2005-06-26,77,613
5650,1-613-MYSTIC TRUMAN,2005-07-10,2005-07-15,461,613
8556,1-613-MYSTIC TRUMAN,2005-07-29,2005-07-30,231,613
12031,1-613-MYSTIC TRUMAN,2005-08-17,2005-08-24,10,613
7,2-870-SWARM GOLD,2005-05-24,2005-05-29,269,870
1925,2-870-SWARM GOLD,2005-06-17,2005-06-21,510,870
3768,2-870-SWARM GOLD,2005-07-06,2005-07-09,573,870
7642,2-870-SWARM GOLD,2005-07-28,2005-08-02,523,870
15388,2-870-SWARM GOLD,2005-08-22,2005-09-01,50,870
663,2-870-SWARM GOLD,2005-05-28,2005-06-02,176,870
3180,2-870-SWARM GOLD,2005-06-20,2005-06-21,162,870
3543,2-870-SWARM GOLD,2005-07-06,2005-07-07,394,870
8609,2-870-SWARM GOLD,2005-07-29,2005-08-06,354,870
11699,2-870-SWARM GOLD,2005-08-17,2005-08-26,339,870
1142,2-870-SWARM GOLD,2005-05-31,2005-06-05,5,870
2476,2-870-SWARM GOLD,2005-06-18,2005-06-20,334,870
4102,2-870-SWARM GOLD,2005-07-07,2005-07-11,135,870
10802,2-870-SWARM GOLD,2005-08-01,2005-08-10,178,870
14107,2-870-SWARM GOLD,2006-02-14,,251,870
4508,2-870-SWARM GOLD,2005-07-08,2005-07-16,97,870
8312,2-870-SWARM GOLD,2005-07-29,2005-07-31,143,870
13661,2-870-SWARM GOLD,2005-08-20,2005-08-29,471,870
5403,1-870-SWARM GOLD,2005-07-09,2005-07-12,36,870
8678,1-870-SWARM GOLD,2005-07-29,2005-08-05,210,870
15455,1-870-SWARM GOLD,2005-08-23,2005-08-26,238,870
8120,1-870-SWARM GOLD,2005-07-28,2005-07-31,235,870
13845,1-870-SWARM GOLD,2005-08-20,2005-08-29,559,870
8986,1-870-SWARM GOLD,2005-07-30,2005-07-31,551,870
15281,1-870-SWARM GOLD,2005-08-22,2005-08-27,543,870
11494,1-870-SWARM GOLD,2005-08-02,2005-08-09,579,870
13733,1-870-SWARM GOLD,2005-08-20,2005-08-21,85,870
8,1-510-LAWLESS VISION,2005-05-24,2005-05-27,239,510
1703,1-510-LAWLESS VISION,2005-06-16,2005-06-17,589,510
4100,1-510-LAWLESS VISION,2005-07-07,2005-07-15,332,510
10261,1-510-LAWLESS VISION,2005-08-01,2005-08-01,50,510
14137,1-510-LAWLESS VISION,2006-02-14,,53,510
1067,1-510-LAWLESS VISION,2005-05-31,2005-06-01,32,510
2208,1-510-LAWLESS VISION,2005-06-18,2005-06-23,132,510
3783,1-510-LAWLESS VISION,2005-07-06,2005-07-14,386,510
7259,1-510-LAWLESS VISION,2005-07-27,2005-08-02,406,510
12776,1-510-LAWLESS VISION,2005-08-18,2005-08-23,55,510
3405,1-510-LAWLESS VISION,2005-06-21,2005-06-23,155,510
4013,1-510-LAWLESS VISION,2005-07-07,2005-07-15,475,510
10014,1-510-LAWLESS VISION,2005-07-31,2005-08-02,443,510
14789,1-510-LAWLESS VISION,2005-08-22,2005-08-25,279,510
6583,1-510-LAWLESS VISION,2005-07-12,2005-07-15,462,510
8464,1-510-LAWLESS VISION,2005-07-29,2005-08-03,28,510
12536,1-510-LAWLESS VISION,2005-08-18,2005-08-25,373,510
9,1-565-MATRIX SNOWMAN,2005-05-25,2005-05-28,126,565
1713,1-565-MATRIX SNOWMAN,2005-06-16,2005-06-18,164,565
4616,1-565-MATRIX SNOWMAN,2005-07-08,2005-07-10,280,565
10404,1-565-MATRIX SNOWMAN,2005-08-01,2005-08-07,253,565
11983,1-565-MATRIX SNOWMAN,2005-08-17,2005-08-23,304,565
1866,1-565-MATRIX SNOWMAN,2005-06-17,2005-06-19,575,565
4614,1-565-MATRIX SNOWMAN,2005-07-08,2005-07-12,71,565
7938,1-565-MATRIX SNOWMAN,2005-07-28,2005-08-04,114,565
14363,1-565-MATRIX SNOWMAN,2005-08-21,2005-08-23,560,565
10,2-396-HANGING DEEP,2005-05-25,2005-05-31,399,396
2511,2-396-HANGING DEEP,2005-06-18,2005-06-24,234,396
5514,2-396-HANGING DEEP,2005-07-10,2005-07-17,522,396
11282,2-396-HANGING DEEP,2005-08-02,2005-08-03,273,396
11840,2-396-HANGING DEEP,2005-08-17,2005-08-19,491,396
348,2-396-HANGING DEEP,2005-05-27,2005-06-01,473,396
1913,2-396-HANGING DEEP,2005-06-17,2005-06-21,116,396
4212,2-396-HANGING DEEP,2005-07-07,2005-07-09,574,396
10242,2-396-HANGING DEEP,2005-08-01,2005-08-02,342,396
12990,2-396-HANGING DEEP,2005-08-19,2005-08-21,360,396
486,2-396-HANGING DEEP,2005-05-27,2005-05-28,398,396
1702,2-396-HANGING DEEP,2005-06-16,2005-06-19,242,396
6566,2-396-HANGING DEEP,2005-07-12,2005-07-19,178,396
8288,2-396-HANGING DEEP,2005-07-29,2005-08-05,55,396
12367,2-396-HANGING DEEP,2005-08-18,2005-08-27,7,396
1952,2-396-HANGING DEEP,2005-06-17,2005-06-21,338,396
3713,2-396-HANGING DEEP,2005-07-06,2005-07-13,504,396
10503,2-396-HANGING DEEP,2005-08-01,2005-08-08,357,396
14083,2-396-HANGING DEEP,2005-08-20,2005-08-28,176,396
11,1-971-WHALE BIKINI,2005-05-25,2005-06-02,142,971
2718,1-971-WHALE BIKINI,2005-06-19,2005-06-26,139,971
6420,1-971-WHALE BIKINI,2005-07-11,2005-07-17,206,971
9105,1-971-WHALE BIKINI,2005-07-30,2005-08-05,262,971
23,1-971-WHALE BIKINI,2005-05-25,2005-05-29,438,971
1680,1-971-WHALE BIKINI,2005-06-16,2005-06-25,469,971
5209,1-971-WHALE BIKINI,2005-07-09,2005-07-17,222,971
10009,1-971-WHALE BIKINI,2005-07-31,2005-08-08,437,971
12244,1-971-WHALE BIKINI,2005-08-18,2005-08-21,362,971
542,1-971-WHALE BIKINI,2005-05-28,2005-06-03,261,971
1651,1-971-WHALE BIKINI,2005-06-16,2005-06-17,524,971
5752,1-971-WHALE BIKINI,2005-07-10,2005-07-18,86,971
10518,1-971-WHALE BIKINI,2005-08-01,2005-08-07,556,971
15978,1-971-WHALE BIKINI,2005-08-23,2005-08-31,536,971
3345,1-971-WHALE BIKINI,2005-06-21,2005-06-26,71,971
5590,1-971-WHALE BIKINI,2005-07-10,2005-07-19,407,971
10151,1-971-WHALE BIKINI,2005-07-31,2005-08-01,361,971
15134,1-971-WHALE BIKINI,2005-08-22,2005-08-29,22,971
12,1-347-GAMES BOWFINGER,2005-05-25,2005-05-30,261,347
1299,1-347-GAMES BOWFINGER,2005-06-15,2005-06-21,91,347
5082,1-347-GAMES BOWFINGER,2005-07-09,2005-07-10,470,347
8892,1-347-GAMES BOWFINGER,2005-07-30,2005-08-06,184,347
15012,1-347-GAMES BOWFINGER,2005-08-22,2005-08-28,454,347
637,1-347-GAMES BOWFINGER,2005-05-28,2005-05-29,250,347
2003,1-347-GAMES BOWFINGER,2005-06-17,2005-06-19,515,347
6349,1-347-GAMES BOWFINGER,2005-07-11,2005-07-21,216,347
8235,1-347-GAMES BOWFINGER,2005-07-29,2005-08-03,320,347
13722,1-347-GAMES BOWFINGER,2005-08-20,2005-08-25,422,347
8431,1-347-GAMES BOWFINGER,2005-07-29,2005-08-01,193,347
15498,1-347-GAMES BOWFINGER,2005-08-23,2005-08-23,83,347
10178,1-347-GAMES BOWFINGER,2005-07-31,2005-08-03,491,347
13654,1-347-GAMES BOWFINGER,2005-08-20,2005-08-21,469,347
13,1-499-KING EVOLUTION,2005-05-25,2005-05-30,334,499
1653,1-499-KING EVOLUTION,2005-06-16,2005-06-18,517,499
6676,1-499-KING EVOLUTION,2005-07-12,2005-07-19,571,499
8330,1-499-KING EVOLUTION,2005-07-29,2005-08-05,412,499
14432,1-499-KING EVOLUTION,2005-08-21,2005-08-24,138,499
3434,1-499-KING EVOLUTION,2005-06-21,2005-06-23,141,499
5802,1-499-KING EVOLUTION,2005-07-10,2005-07-19,520,499
8504,1-499-KING EVOLUTION,2005-07-29,2005-08-07,561,499
12932,1-499-KING EVOLUTION,2005-08-19,2005-08-21,416,499
14,2-593-MONTEREY LABYRINTH,2005-05-25,2005-05-26,446,593
2885,2-593-MONTEREY LABYRINTH,2005-06-20,2005-06-22,330,593
5530,2-593-MONTEREY LABYRINTH,2005-07-10,2005-07-18,74,593
7224,2-593-MONTEREY LABYRINTH,2005-07-27,2005-08-05,106,593
14980,2-593-MONTEREY LABYRINTH,2005-08-22,2005-08-26,518,593
4816,2-593-MONTEREY LABYRINTH,2005-07-08,2005-07-11,207,593
9502,2-593-MONTEREY LABYRINTH,2005-07-31,2005-08-01,471,593
13939,2-593-MONTEREY LABYRINTH,2005-08-20,2005-08-23,585,593
5325,2-593-MONTEREY LABYRINTH,2005-07-09,2005-07-10,492,593
9696,2-593-MONTEREY LABYRINTH,2005-07-31,2005-08-03,156,593
12515,2-593-MONTEREY LABYRINTH,2005-08-18,2005-08-22,63,593
8436,2-593-MONTEREY LABYRINTH,2005-07-29,2005-07-31,598,593
14622,2-593-MONTEREY LABYRINTH,2005-08-21,2005-08-31,559,593
15,1-670-PELICAN COMFORTS,2005-05-25,2005-06-03,319,670
3088,1-670-PELICAN COMFORTS,2005-06-20,2005-06-29,384,670
5454,1-670-PELICAN COMFORTS,2005-07-09,2005-07-11,97,670
9939,1-670-PELICAN COMFORTS,2005-07-31,2005-08-08,538,670
12382,1-670-PELICAN COMFORTS,2005-08-18,2005-08-26,566,670
58,1-670-PELICAN COMFORTS,2005-05-25,2005-05-28,323,670
1762,1-670-PELICAN COMFORTS,2005-06-16,2005-06-19,116,670
4145,1-670-PELICAN COMFORTS,2005-07-07,2005-07-16,592,670
8884,1-670-PELICAN COMFORTS,2005-07-30,2005-08-05,80,670
15760,1-670-PELICAN COMFORTS,2005-08-23,2005-08-29,273,670
1988,2-670-PELICAN COMFORTS,2005-06-17,2005-06-25,261,670
5599,2-670-PELICAN COMFORTS,2005-07-10,2005-07-13,391,670
10469,2-670-PELICAN COMFORTS,2005-08-01,2005-08-05,466,670
11716,2-670-PELICAN COMFORTS,2005-08-17,2005-08-21,287,670
2022,2-670-PELICAN COMFORTS,2005-06-17,2005-06-25,547,670
5504,2-670-PELICAN COMFORTS,2005-07-10,2005-07-16,455,670
9409,2-670-PELICAN COMFORTS,2005-07-30,2005-08-05,156,670
14614,2-670-PELICAN COMFORTS,2005-08-21,2005-08-30,468,670
3376,2-670-PELICAN COMFORTS,2005-06-21,2005-06-28,318,670
5345,2-670-PELICAN COMFORTS,2005-07-09,2005-07-11,348,670
9117,2-670-PELICAN COMFORTS,2005-07-30,2005-08-07,371,670
16009,2-670-PELICAN COMFORTS,2005-08-23,2005-08-29,133,670
10221,1-670-PELICAN COMFORTS,2005-08-01,2005-08-03,373,670
12510,1-670-PELICAN COMFORTS,2005-08-18,2005-08-27,394,670
10457,1-670-PELICAN COMFORTS,2005-08-01,2005-08-06,121,670
14283,1-670-PELICAN COMFORTS,2005-08-21,2005-08-24,253,670
16,1-86-BOOGIE AMELIE,2005-05-25,2005-05-26,316,86
1620,1-86-BOOGIE AMELIE,2005-06-16,2005-06-17,561,86
5679,1-86-BOOGIE AMELIE,2005-07-10,2005-07-14,138,86
9289,1-86-BOOGIE AMELIE,2005-07-30,2005-08-07,453,86
13045,1-86-BOOGIE AMELIE,2005-08-19,2005-08-23,254,86
488,2-86-BOOGIE AMELIE,2005-05-28,2005-06-03,168,86
2927,2-86-BOOGIE AMELIE,2005-06-20,2005-06-23,403,86
6546,2-86-BOOGIE AMELIE,2005-07-12,2005-07-17,105,86
11014,2-86-BOOGIE AMELIE,2005-08-02,2005-08-07,269,86
12763,2-86-BOOGIE AMELIE,2005-08-18,2005-08-21,472,86
888,1-86-BOOGIE AMELIE,2005-05-30,2005-06-06,128,86
2527,1-86-BOOGIE AMELIE,2005-06-19,2005-06-20,463,86
5751,1-86-BOOGIE AMELIE,2005-07-10,2005-07-11,479,86
9507,1-86-BOOGIE AMELIE,2005-07-31,2005-08-07,525,86
12489,1-86-BOOGIE AMELIE,2006-02-14,,60,86
987,1-86-BOOGIE AMELIE,2005-05-30,2005-06-07,11,86
1649,1-86-BOOGIE AMELIE,2005-06-16,2005-06-18,352,86
4762,1-86-BOOGIE AMELIE,2005-07-08,2005-07-12,36,86
7911,1-86-BOOGIE AMELIE,2005-07-28,2005-07-29,3,86
13618,1-86-BOOGIE AMELIE,2005-08-20,2005-08-29,390,86
4973,2-86-BOOGIE AMELIE,2005-07-08,2005-07-14,432,86
8960,2-86-BOOGIE AMELIE,2005-07-30,2005-08-01,525,86
12407,2-86-BOOGIE AMELIE,2005-08-18,2005-08-24,220,86
8386,1-86-BOOGIE AMELIE,2005-07-29,2005-08-05,435,86
12138,1-86-BOOGIE AMELIE,2005-08-17,2005-08-26,317,86
8613,2-86-BOOGIE AMELIE,2005-07-29,2005-08-05,411,86
15018,2-86-BOOGIE AMELIE,2005-08-22,2005-08-25,504,86
9040,2-86-BOOGIE AMELIE,2005-07-30,2005-08-03,33,86
12415,2-86-BOOGIE AMELIE,2005-08-18,2005-08-24,443,86
17,2-181-CONTACT ANONYMOUS,2005-05-25,2005-05-27,575,181
1288,2-181-CONTACT ANONYMOUS,2005-06-15,2005-06-19,456,181
5831,2-181-CONTACT ANONYMOUS,2005-07-10,2005-07-11,43,181
7645,2-181-CONTACT ANONYMOUS,2005-07-28,2005-08-03,381,181
12899,2-181-CONTACT ANONYMOUS,2005-08-19,2005-08-20,105,181
463,1-181-CONTACT ANONYMOUS,2005-05-27,2005-06-04,21,181
2785,1-181-CONTACT ANONYMOUS,2005-06-19,2005-06-24,137,181
4190,1-181-CONTACT ANONYMOUS,2005-07-07,2005-07-11,349,181
7872,1-181-CONTACT ANONYMOUS,2005-07-28,2005-07-31,66,181
13707,1-181-CONTACT ANONYMOUS,2005-08-20,2005-08-23,232,181
2594,2-181-CONTACT ANONYMOUS,2005-06-19,2005-06-25,123,181
3858,2-181-CONTACT ANONYMOUS,2005-07-06,2005-07-10,377,181
10592,2-181-CONTACT ANONYMOUS,2005-08-01,2005-08-09,265,181
12560,2-181-CONTACT ANONYMOUS,2005-08-18,2005-08-27,596,181
2832,2-181-CONTACT ANONYMOUS,2005-06-19,2005-06-28,593,181
4558,2-181-CONTACT ANONYMOUS,2005-07-08,2005-07-09,448,181
9876,2-181-CONTACT ANONYMOUS,2005-07-31,2005-08-07,347,181
12749,2-181-CONTACT ANONYMOUS,2005-08-18,2005-08-20,388,181
6050,1-181-CONTACT ANONYMOUS,2005-07-11,2005-07-15,527,181
11089,1-181-CONTACT ANONYMOUS,2005-08-02,2005-08-07,421,181
13010,1-181-CONTACT ANONYMOUS,2005-08-19,2005-08-27,413,181
6725,2-181-CONTACT ANONYMOUS,2005-07-12,2005-07-17,213,181
8293,2-181-CONTACT ANONYMOUS,2005-07-29,2005-08-04,71,181
14749,2-181-CONTACT ANONYMOUS,2005-08-21,2005-08-29,235,181
11022,1-181-CONTACT ANONYMOUS,2005-08-02,2005-08-09,206,181
12632,1-181-CONTACT ANONYMOUS,2005-08-18,2005-08-22,381,181
18,1-741-ROMAN PUNK,2005-05-25,2005-05-31,19,741
1380,1-741-ROMAN PUNK,2005-06-15,2005-06-18,158,741
6842,1-741-ROMAN PUNK,2005-07-12,2005-07-19,366,741
8974,1-741-ROMAN PUNK,2005-07-30,2005-08-04,425,741
13398,1-741-ROMAN PUNK,2005-08-19,2005-08-23,405,741
821,2-741-ROMAN PUNK,2005-05-29,2005-06-04,348,741
1403,2-741-ROMAN PUNK,2005-06-15,2005-06-22,546,741
5500,2-741-ROMAN PUNK,2005-07-10,2005-07-15,457,741
8171,2-741-ROMAN PUNK,2005-07-28,2005-07-30,296,741
12131,2-741-ROMAN PUNK,2005-08-17,2005-08-26,21,741
1065,1-741-ROMAN PUNK,2005-05-31,2005-06-08,316,741
2513,1-741-ROMAN PUNK,2005-06-18,2005-06-24,515,741
3636,1-741-ROMAN PUNK,2005-07-06,2005-07-08,591,741
7266,1-741-ROMAN PUNK,2005-07-27,2005-08-04,24,741
15856,1-741-ROMAN PUNK,2005-08-23,2005-08-25,395,741
2384,1-741-ROMAN PUNK,2005-06-18,2005-06-21,132,741
6380,1-741-ROMAN PUNK,2005-07-11,2005-07-17,172,741
11471,1-741-ROMAN PUNK,2005-08-02,2005-08-08,355,741
13565,1-741-ROMAN PUNK,2005-08-20,2005-08-27,214,741
6537,2-741-ROMAN PUNK,2005-07-12,2005-07-19,207,741
7759,2-741-ROMAN PUNK,2005-07-28,2005-08-03,405,741
12528,2-741-ROMAN PUNK,2005-08-18,2005-08-27,398,741
8430,1-741-ROMAN PUNK,2005-07-29,2005-08-03,219,741
12044,1-741-ROMAN PUNK,2005-08-17,2005-08-19,388,741
19,2-422-HOLLOW JEOPARDY,2005-05-25,2005-05-31,456,422
1763,2-422-HOLLOW JEOPARDY,2005-06-16,2005-06-20,389,422
3762,2-422-HOLLOW JEOPARDY,2005-07-06,2005-07-12,413,422
8587,2-422-HOLLOW JEOPARDY,2005-07-29,2005-08-03,108,422
14383,2-422-HOLLOW JEOPARDY,2005-08-21,2005-08-24,482,422
489,2-422-HOLLOW JEOPARDY,2005-05-28,2005-05-31,476,422
1526,2-422-HOLLOW JEOPARDY,2005-06-16,2005-06-19,499,422
4800,2-422-HOLLOW JEOPARDY,2005-07-08,2005-07-13,99,422
10067,2-422-HOLLOW JEOPARDY,2005-07-31,2005-08-04,148,422
15099,2-422-HOLLOW JEOPARDY,2005-08-22,2005-08-26,86,422
20,2-770-SCISSORHANDS SLUMS,2005-05-25,2005-05-27,185,770
3178,2-770-SCISSORHANDS SLUMS,2005-06-20,2005-06-23,79,770
4986,2-770-SCISSORHANDS SLUMS,2005-07-09,2005-07-09,589,770
11095,2-770-SCISSORHANDS SLUMS,2005-08-02,2005-08-10,278,770
13121,2-770-SCISSORHANDS SLUMS,2005-08-19,2005-08-22,251,770
413,2-770-SCISSORHANDS SLUMS,2005-05-27,2005-06-03,307,770
1321,2-770-SCISSORHANDS SLUMS,2005-06-15,2005-06-16,204,770
4479,2-770-SCISSORHANDS SLUMS,2005-07-08,2005-07-09,211,770
10909,2-770-SCISSORHANDS SLUMS,2005-08-02,2005-08-03,413,770
12029,2-770-SCISSORHANDS SLUMS,2005-08-17,2005-08-19,148,770
580,2-770-SCISSORHANDS SLUMS,2005-05-28,2005-06-01,17,770
1490,2-770-SCISSORHANDS SLUMS,2005-06-15,2005-06-22,123,770
4495,2-770-SCISSORHANDS SLUMS,2005-07-08,2005-07-10,404,770
8189,2-770-SCISSORHANDS SLUMS,2005-07-28,2005-08-04,361,770
14943,2-770-SCISSORHANDS SLUMS,2005-08-22,2005-08-26,265,770
21,1-31-APACHE DIVINE,2005-05-25,2005-05-26,388,31
1780,1-31-APACHE DIVINE,2005-06-16,2005-06-19,352,31
3573,1-31-APACHE DIVINE,2005-07-06,2005-07-07,66,31
9157,1-31-APACHE DIVINE,2005-07-30,2005-08-05,19,31
15331,1-31-APACHE DIVINE,2005-08-22,2005-08-25,147,31
944,2-31-APACHE DIVINE,2005-05-30,2005-06-07,131,31
2889,2-31-APACHE DIVINE,2005-06-20,2005-06-23,213,31
5988,2-31-APACHE DIVINE,2005-07-11,2005-07-13,158,31
11279,2-31-APACHE DIVINE,2005-08-02,2005-08-10,125,31
11932,2-31-APACHE DIVINE,2005-08-17,2005-08-18,364,31
1068,2-31-APACHE DIVINE,2005-05-31,2005-06-01,443,31
2264,2-31-APACHE DIVINE,2005-06-18,2005-06-19,240,31
4496,2-31-APACHE DIVINE,2005-07-08,2005-07-08,578,31
10980,2-31-APACHE DIVINE,2005-08-02,2005-08-04,547,31
14145,2-31-APACHE DIVINE,2005-08-21,2005-08-22,314,31
1694,1-31-APACHE DIVINE,2005-06-16,2005-06-20,532,31
5821,1-31-APACHE DIVINE,2005-07-10,2005-07-14,302,31
9420,1-31-APACHE DIVINE,2005-07-30,2005-08-05,72,31
12804,1-31-APACHE DIVINE,2005-08-19,2005-08-28,365,31
4218,2-31-APACHE DIVINE,2005-07-07,2005-07-15,497,31
8720,2-31-APACHE DIVINE,2005-07-29,2005-08-04,180,31
15758,2-31-APACHE DIVINE,2005-08-23,2005-08-29,46,31
5025,2-31-APACHE DIVINE,2005-07-09,2005-07-12,91,31
7675,2-31-APACHE DIVINE,2005-07-28,2005-07-31,189,31
14906,2-31-APACHE DIVINE,2005-08-22,2005-08-29,366,31
5083,1-31-APACHE DIVINE,2005-07-09,2005-07-11,494,31
11167,1-31-APACHE DIVINE,2005-08-02,2005-08-09,451,31
12896,1-31-APACHE DIVINE,2005-08-19,2005-08-24,220,31
5134,1-31-APACHE DIVINE,2005-07-09,2005-07-16,491,31
7053,1-31-APACHE DIVINE,2005-07-27,2005-07-31,408,31
15825,1-31-APACHE DIVINE,2005-08-23,2005-08-29,346,31
22,1-159-CLOSER BANG,2005-05-25,2005-05-26,509,159
3389,1-159-CLOSER BANG,2005-06-21,2005-06-28,395,159
6095,1-159-CLOSER BANG,2005-07-11,2005-07-19,501,159
9188,1-159-CLOSER BANG,2005-07-30,2005-08-06,195,159
15357,1-159-CLOSER BANG,2005-08-22,2005-08-25,24,159
